AgentID	Genome	motor_NN_on	learning_on
Mouse_86	[ 0.01  0.41  0.84  0.59  0.78]	False	False
Mouse_861	[ 0.08  0.73  0.98  0.69  0.45]	True	True
Mouse_866	[ 0.53  0.61  0.52  0.3   0.88]	True	True
Mouse_87	[ 0.15  0.03  0.82  0.26  0.7 ]	False	False
Mouse_870	[ 0.67  0.42  0.39  0.92  0.63]	False	False
Mouse_872	[ 0.74  0.59  0.61  0.06  0.11]	True	True
Mouse_88	[ 0.23  0.38  0.57  0.81  0.71]	False	False
Mouse_885	[ 0.    0.17  0.85  0.4   0.94]	True	True
Mouse_887	[ 0.18  0.1   0.83  0.11  0.08]	True	True
Mouse_888	[ 1.    0.44  0.9   0.06  0.83]	False	False
Mouse_889	[ 0.6   0.23  0.21  0.81  0.16]	True	True
Mouse_89	[ 0.    0.57  0.44  0.72  0.9 ]	False	False
Mouse_892	[ 0.25  0.08  0.3   0.92  0.51]	False	False
Mouse_895	[ 0.9   0.53  0.25  0.54  0.67]	False	False
Mouse_9	[ 0.97  0.88  0.08  0.75  0.09]	False	False
Mouse_90	[ 0.79  0.88  0.78  0.37  0.91]	False	False
Mouse_906	[ 0.67  0.37  0.66  0.14  0.  ]	True	True
Mouse_91	[ 0.88  0.43  0.6   0.79  0.48]	False	False
Mouse_912	[ 0.59  0.17  0.04  0.65  0.16]	True	True
Mouse_92	[ 0.27  0.82  0.86  0.27  0.93]	False	False
Mouse_921	[ 0.86  0.49  0.7   0.8   0.28]	True	True
Mouse_922	[ 0.91  0.66  0.08  0.24  0.45]	True	True
Mouse_926	[ 0.17  0.43  0.23  0.51  0.34]	True	True
Mouse_928	[ 0.19  0.79  0.41  0.43  0.17]	True	True
Mouse_93	[ 0.37  0.71  0.34  0.78  0.76]	False	False
Mouse_931	[ 0.13  0.13  0.43  0.26  0.41]	False	False
Mouse_937	[ 0.78  0.68  0.21  0.26  0.97]	False	False
Mouse_94	[ 0.76  0.41  0.96  0.46  0.08]	False	False
Mouse_943	[ 0.1   0.18  0.34  0.97  0.34]	True	True
Mouse_948	[ 0.76  0.04  1.    0.99  0.31]	True	True
Mouse_949	[ 0.17  0.19  0.78  0.4   0.74]	True	True
Mouse_95	[ 0.19  0.36  1.    0.65  0.85]	False	False
Mouse_958	[ 0.43  0.5   0.64  0.45  0.01]	False	False
Mouse_959	[ 0.73  0.29  0.96  0.39  0.41]	False	False
Mouse_96	[ 0.77  0.81  0.99  0.8   0.39]	False	False
Mouse_964	[ 0.32  0.12  0.66  1.    0.23]	True	True
Mouse_97	[ 0.95  0.7   0.41  0.6   0.3 ]	False	False
Mouse_970	[ 0.37  0.22  0.1   0.53  0.8 ]	True	True
Mouse_971	[ 0.23  0.11  0.36  0.37  0.68]	True	True
Mouse_973	[ 0.18  0.01  0.79  0.82  0.42]	True	True
Mouse_978	[ 1.    0.54  0.18  0.    0.22]	True	True
Mouse_98	[ 0.71  0.44  0.03  0.1   0.73]	False	False
Mouse_980	[ 0.09  0.16  0.86  0.68  0.23]	True	True
Mouse_981	[ 0.2   0.42  0.52  0.07  0.4 ]	True	True
Mouse_99	[ 0.74  0.79  0.57  0.72  0.4 ]	False	False
Mouse_997	[ 0.57  0.77  0.43  0.34  0.25]	False	False
